NEWID,FAM_SIZE,NUM_AUTO,FINCBTXM,TOTEXP,ALCBEV,FOOD,FDHOME,FDMAP,FDAWAY,MAJAPP,TENTRM,EDUCA,ELCTRC
4657463,2,1,14000.0,27218.0004,840.0,9360.0,6760.0,0.0,2600.0,200.0,0.0,0.0,1348.0
4657531,1,0,70303.8,33121.8,480.0,6844.0,4940.0,84.0,1904.0,0.0,0.0,0.0,600.0
4657591,5,0,31000.0,25632.0004,0.0,6240.0,5200.0,0.0,1040.0,0.0,0.0,880.0,812.0
4657621,4,0,36619.0,29953.000399999997,0.0,7540.0,5720.0,0.0,1820.0,0.0,0.0,0.0,700.0
4657631,2,0,79480.8,76976.19959999999,6000.0,18560.0,10560.0,0.0,8000.0,0.0,0.0,3204.0,1048.0
4657661,3,0,194000.0,106467.9992,0.0,10920.0,4160.0,0.0,6760.0,628.0,0.0,0.0,1500.0
4657681,1,1,62218.0,46167.000400000004,0.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,1612.0
4657691,4,2,155000.0,78466.0004,360.0,13000.0,9360.0,0.0,3640.0,0.0,0.0,0.0,2392.0
4657741,2,0,30057.0,120832.0,0.0,4420.0,4420.0,0.0,0.0,0.0,0.0,0.0,3300.0
4657751,2,0,27522.4,25300.0,0.0,6500.0,6500.0,0.0,0.0,0.0,0.0,0.0,1800.0
4657761,4,0,28817.0,44528.1996,480.0,10920.0,8320.0,0.0,2600.0,436.0,0.0,0.0,1320.0
4657811,3,1,124965.0,107054.79759999999,1620.0,10160.0,6500.0,0.0,3660.0,0.0,0.0,0.0,0.0
4657871,1,1,0.0,19608.0,1024.0,5408.0,3612.0,0.0,1796.0,0.0,0.0,0.0,3720.0
4657901,2,1,155500.0,98567.99960000001,280.0,8360.0,6960.0,0.0,1400.0,480.0,800.0,0.0,964.0
4657911,1,1,83909.6,38265.1996,0.0,5200.0,4160.0,0.0,1040.0,436.0,0.0,0.0,728.0
4657921,2,1,95534.6,43993.4004,0.0,3640.0,2080.0,0.0,1560.0,0.0,0.0,0.0,1560.0
4657931,2,0,34000.0,39245.0,0.0,17680.0,13520.0,0.0,4160.0,0.0,0.0,0.0,2160.0
4657941,2,1,127796.4,149214.0,0.0,19800.0,10400.0,0.0,9400.0,0.0,400.0,0.0,1936.0
4657991,2,1,135000.0,68652.00080000001,480.0,8580.0,7020.0,0.0,1560.0,0.0,0.0,0.0,904.0
4658011,2,2,45000.0,37259.000400000004,120.0,9100.0,7540.0,0.0,1560.0,0.0,0.0,0.0,860.0
4658021,1,0,25001.0,26432.0,0.0,6644.0,4836.0,0.0,1808.0,0.0,0.0,0.0,944.0
4658071,4,0,221146.4,86218.79800000001,0.0,7280.0,5720.0,0.0,1560.0,0.0,0.0,800.0,1440.0
4658091,4,0,333298.8,133154.3976,1248.0,31040.0,27300.0,0.0,3740.0,0.0,0.0,0.0,2280.0
4658171,2,1,94239.4,72108.0,480.0,4420.0,4420.0,0.0,0.0,0.0,0.0,0.0,1932.0
4658181,1,1,49794.0,24380.000399999997,0.0,3380.0,1300.0,0.0,2080.0,0.0,0.0,0.0,684.0
4658191,3,2,224121.2,82055.5996,600.0,19200.0,13000.0,0.0,6200.0,0.0,0.0,0.0,3600.0
4658201,1,0,50000.0,20621.0,120.0,3380.0,3380.0,0.0,0.0,0.0,0.0,0.0,240.0
4658221,2,1,133258.8,72030.2004,0.0,6760.0,4160.0,0.0,2600.0,12000.0,0.0,0.0,720.0
4658241,1,1,48.0,21796.0,240.0,4132.0,3612.0,0.0,520.0,0.0,0.0,400.0,0.0
4658251,1,0,34073.4,16528.0,0.0,3612.0,3612.0,0.0,0.0,0.0,0.0,0.0,1828.0
4658271,6,1,20000.0,22870.0,600.0,11960.0,9360.0,0.0,2600.0,1000.0,0.0,0.0,324.0
4658291,4,0,39125.0,60362.0,1020.0,8540.0,6480.0,0.0,2060.0,0.0,0.0,9600.0,0.0
4658301,3,2,139393.8,57630.9996,720.0,14040.0,11440.0,0.0,2600.0,0.0,0.0,0.0,2520.0
4658321,1,1,19374.0,19788.0,0.0,2340.0,2340.0,0.0,0.0,0.0,0.0,0.0,1020.0
4658391,1,0,25000.0,23105.0004,0.0,8060.0,6500.0,0.0,1560.0,0.0,0.0,0.0,0.0
4658421,2,1,255000.0,97032.00039999999,0.0,7800.0,7800.0,0.0,0.0,0.0,0.0,0.0,2040.0
4658441,2,0,171001.4,169875.9968,0.0,21136.0,18536.0,0.0,2600.0,9600.0,0.0,0.0,6840.0
4658481,2,1,35964.0,24084.0,0.0,3952.0,2912.0,0.0,1040.0,0.0,0.0,0.0,1680.0
4658521,2,0,20340.0,51566.0,0.0,6240.0,4420.0,0.0,1820.0,0.0,0.0,0.0,1932.0
4658531,3,2,269000.0,137189.9992,480.0,14144.0,9360.0,0.0,4784.0,0.0,0.0,0.0,1132.0
4658541,3,1,245029.0,56047.600399999996,0.0,10120.0,8560.0,0.0,1560.0,0.0,0.0,0.0,812.0
4658551,1,1,27793.4,38570.4,0.0,6240.0,6240.0,0.0,0.0,0.0,0.0,0.0,2308.0
4658601,2,1,44000.0,55971.9996,600.0,8320.0,8320.0,0.0,0.0,0.0,0.0,0.0,560.0
4658631,3,1,120941.2,90796.6,120.0,12640.0,9120.0,0.0,3520.0,0.0,0.0,6000.0,3000.0
4658651,1,0,15522.0,56452.0,0.0,1040.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0
4658724,1,0,39259.0,67903.3996,1440.0,9200.0,5720.0,0.0,3480.0,0.0,0.0,35200.0,480.0
4658741,2,1,120000.0,41440.0,192.0,5560.0,4760.0,0.0,800.0,800.0,400.0,0.0,1120.0
4658751,4,0,48000.0,55544.0,0.0,4940.0,2860.0,0.0,2080.0,0.0,0.0,0.0,1520.0
4658791,2,1,29444.4,13516.0,0.0,2860.0,1560.0,0.0,1300.0,3200.0,0.0,0.0,1680.0
4658861,1,1,25057.2,22976.7996,0.0,1456.0,1456.0,0.0,0.0,0.0,0.0,0.0,404.0
4658881,3,1,355442.4,125053.1972,0.0,10660.0,9100.0,0.0,1560.0,0.0,0.0,0.0,2320.0
4658901,3,0,35000.0,86474.00039999999,0.0,15600.0,7800.0,0.0,7800.0,0.0,0.0,0.0,480.0
4658911,1,0,27400.0,35181.000400000004,0.0,3640.0,2600.0,0.0,1040.0,200.0,0.0,0.0,600.0
4658931,3,0,310365.6,287031.1976,120.0,10400.0,7800.0,0.0,2600.0,0.0,0.0,0.0,1520.0
4659001,3,2,314265.2,162121.5944,600.0,11960.0,7800.0,0.0,4160.0,0.0,0.0,40800.0,2880.0
4659011,2,1,39812.8,38020.0,0.0,9880.0,7800.0,0.0,2080.0,0.0,0.0,0.0,2908.0
4659051,1,0,18938.0,33616.0,0.0,8580.0,6500.0,0.0,2080.0,0.0,0.0,0.0,2700.0
4659121,1,0,19782.0,19480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4659161,3,1,68922.0,53708.0,300.0,10920.0,8840.0,0.0,2080.0,0.0,0.0,0.0,2080.0
4659171,2,0,24404.0,16758.0,240.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,1680.0
4659181,2,1,86066.0,48173.0,0.0,7280.0,6500.0,0.0,780.0,0.0,0.0,0.0,1384.0
4659211,4,0,138000.0,73918.99919999999,120.0,20760.0,16900.0,0.0,3860.0,0.0,0.0,0.0,2612.0
4659221,3,0,2566.0,45960.0,0.0,11180.0,9360.0,0.0,1820.0,0.0,0.0,0.0,984.0
4659231,4,1,120000.0,61806.0004,0.0,11960.0,5720.0,0.0,6240.0,0.0,0.0,0.0,1500.0
4659251,6,0,85600.0,218891.0004,0.0,17860.0,11060.0,0.0,6800.0,0.0,0.0,0.0,1368.0
4659261,2,2,112000.0,56536.0,200.0,10760.0,4980.0,0.0,5780.0,0.0,520.0,0.0,1640.0
4659291,2,0,349965.2,66293.5944,1000.0,8320.0,7280.0,0.0,1040.0,0.0,0.0,0.0,1500.0
4659331,1,1,13962.0,27812.0,0.0,10920.0,10920.0,0.0,0.0,0.0,0.0,0.0,484.0
4659351,2,2,57586.0,43152.0,84.0,13780.0,8580.0,0.0,5200.0,0.0,0.0,0.0,1380.0
4659371,2,0,67206.0,66604.0,0.0,5928.0,5408.0,0.0,520.0,0.0,0.0,0.0,1800.0
4659401,1,1,16000.0,22136.0,0.0,3120.0,2080.0,0.0,1040.0,0.0,0.0,0.0,1720.0
4659424,1,1,14050.0,18976.0004,120.0,4980.0,2380.0,1560.0,2600.0,0.0,0.0,80.0,472.0
4659491,5,0,42216.0,45038.0,0.0,9360.0,7800.0,0.0,1560.0,0.0,0.0,0.0,3408.0
4659551,2,0,191572.2,38756.0,0.0,4680.0,4680.0,0.0,0.0,0.0,0.0,0.0,948.0
4659591,3,0,19610.6,22487.7996,0.0,6240.0,6240.0,0.0,0.0,0.0,0.0,0.0,1032.0
4659641,3,0,54000.0,48775.0,0.0,6240.0,5200.0,0.0,1040.0,0.0,0.0,0.0,680.0
4659661,2,0,76000.0,50274.0,180.0,5616.0,5200.0,0.0,416.0,0.0,0.0,0.0,2284.0
4659671,4,0,105000.0,86752.0004,0.0,11520.0,9960.0,0.0,1560.0,0.0,0.0,0.0,960.0
4659681,6,1,110654.8,41121.0004,0.0,13000.0,10400.0,0.0,2600.0,0.0,0.0,800.0,3600.0
4659743,2,1,32000.0,32847.0004,0.0,5720.0,4680.0,0.0,1040.0,0.0,0.0,0.0,2080.0
4659841,1,0,17715.6,21708.0,0.0,3612.0,3612.0,0.0,0.0,0.0,0.0,0.0,3300.0
4659861,2,1,390187.9,127340.9964,3600.0,13520.0,9360.0,0.0,4160.0,0.0,0.0,0.0,1500.0
4659911,1,0,4445.8,13222.2,0.0,1820.0,1300.0,0.0,520.0,0.0,0.0,0.0,1200.0
4659931,5,2,269708.4,150917.3976,2548.0,18472.0,10484.0,0.0,7988.0,400.0,420.0,6444.0,0.0
4659961,4,0,190000.0,98651.0004,1200.0,20828.0,15628.0,0.0,5200.0,0.0,0.0,0.0,800.0
4660041,2,0,215765.0,105311.7976,900.0,14040.0,11960.0,0.0,2080.0,1648.0,0.0,0.0,352.0
4660051,2,0,145652.4,51734.2004,600.0,10400.0,10400.0,0.0,0.0,0.0,0.0,0.0,2140.0
4660061,1,1,154952.2,71678.0004,1440.0,8320.0,5720.0,0.0,2600.0,0.0,0.0,0.0,2804.0
4660081,3,0,48720.0,38130.9992,0.0,5200.0,3900.0,0.0,1300.0,0.0,0.0,0.0,3040.0
4660121,2,1,60024.0,56744.0,240.0,6500.0,5720.0,0.0,780.0,0.0,0.0,0.0,3384.0
4660152,1,1,12000.0,15454.0,780.0,3900.0,2340.0,0.0,1560.0,0.0,0.0,600.0,420.0
4660171,3,0,152000.0,82188.7972,0.0,12480.0,5720.0,0.0,6760.0,0.0,0.0,1080.0,1032.0
4660181,1,1,17382.0,48016.0,240.0,11960.0,11960.0,0.0,0.0,2240.0,0.0,0.0,588.0
4660201,1,0,7436.0,12276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4660251,4,1,196080.0,146794.9996,2400.0,17160.0,11960.0,0.0,5200.0,320.0,0.0,0.0,3256.0
4660312,1,1,40000.0,59480.0,720.0,5200.0,4160.0,0.0,1040.0,0.0,0.0,0.0,480.0
4660321,1,0,13782.0,34732.0,0.0,3120.0,2600.0,0.0,520.0,0.0,0.0,0.0,1476.0
4660331,1,1,10338.0,16710.9996,0.0,2496.0,2496.0,0.0,0.0,0.0,0.0,0.0,948.0
4660361,5,2,88124.2,58281.2004,0.0,15600.0,15600.0,0.0,0.0,160.0,0.0,800.0,1136.0
4660411,3,1,96000.0,101976.0,0.0,13000.0,7800.0,0.0,5200.0,1120.0,0.0,12044.0,4040.0
4660421,2,0,29486.0,26204.0,0.0,5460.0,4940.0,0.0,520.0,3600.0,0.0,0.0,1840.0
4660431,2,0,49423.0,45161.0,480.0,4420.0,3900.0,0.0,520.0,1000.0,0.0,0.0,1200.0
4660451,2,1,29252.4,17245.2004,0.0,3120.0,3120.0,0.0,0.0,0.0,0.0,0.0,1992.0
4660471,2,1,100000.0,53138.9996,1000.0,9900.0,2860.0,0.0,7040.0,0.0,0.0,0.0,980.0
4660491,2,1,45945.0,42038.8,7200.0,3900.0,3900.0,0.0,0.0,0.0,0.0,0.0,1380.0
4660501,2,0,315000.0,136142.00040000002,1740.0,9320.0,7280.0,0.0,2040.0,0.0,0.0,0.0,1232.0
4660521,1,0,64100.0,78587.0,1440.0,21320.0,3120.0,0.0,18200.0,0.0,0.0,0.0,984.0
4660601,2,1,109548.0,43818.0,120.0,8840.0,6240.0,0.0,2600.0,0.0,0.0,0.0,2160.0
4660611,3,3,343406.8,237324.3968,544.0,28816.0,16640.0,0.0,12176.0,30484.0,0.0,54000.0,4200.0
4660641,2,0,65294.0,58263.5996,240.0,8060.0,7020.0,0.0,1040.0,800.0,0.0,0.0,1096.0
4660651,3,2,184607.8,67479.9996,0.0,9100.0,9100.0,0.0,0.0,0.0,0.0,0.0,1044.0
4660671,3,0,54055.0,21144.0,0.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,1980.0
4660681,1,0,9272.0,21911.9996,0.0,3120.0,3120.0,0.0,0.0,0.0,0.0,0.0,3084.0
4660711,2,1,41964.0,25208.0,0.0,8840.0,4940.0,0.0,3900.0,0.0,0.0,0.0,1440.0
4660721,2,1,53736.0,31074.0,360.0,6752.0,6012.0,0.0,740.0,0.0,0.0,0.0,0.0
4660741,1,0,14046.0,85524.0,0.0,33800.0,18200.0,0.0,15600.0,6480.0,0.0,0.0,3100.0
4660751,2,2,91158.0,102497.99960000001,960.0,4940.0,4940.0,0.0,0.0,3200.0,0.0,0.0,1668.0
4660781,2,0,265000.0,85559.7976,1800.0,10140.0,2340.0,0.0,7800.0,0.0,0.0,0.0,960.0
4660801,1,1,24937.2,47971.7996,0.0,3772.0,3252.0,0.0,520.0,0.0,0.0,0.0,1736.0
4660841,1,0,243189.0,119431.9056,420.0,7280.0,4680.0,0.0,2600.0,0.0,0.0,0.0,2800.0
4660881,2,2,128818.6,43444.0,600.0,3120.0,3120.0,0.0,0.0,0.0,0.0,0.0,1200.0
4660891,2,1,24719.4,17904.0,480.0,2860.0,2860.0,0.0,0.0,0.0,0.0,0.0,976.0
4660921,1,1,16974.0,12656.0,0.0,2080.0,2080.0,0.0,0.0,0.0,0.0,0.0,320.0
4660931,2,1,53578.0,32350.000399999997,60.0,9100.0,5200.0,0.0,3900.0,1600.0,0.0,0.0,1972.0
4660971,3,0,27450.0,46932.0,480.0,7800.0,7800.0,0.0,0.0,0.0,0.0,1600.0,1600.0
4660981,8,0,57724.2,44511.4004,0.0,11440.0,11440.0,0.0,0.0,0.0,0.0,0.0,1540.0
4661021,1,1,103133.0,48828.000400000004,600.0,7280.0,5200.0,0.0,2080.0,0.0,0.0,0.0,832.0
4661051,6,1,73000.0,79105.00039999999,0.0,13392.0,11780.0,0.0,1612.0,2140.0,0.0,3060.0,1220.0
4661061,6,0,80269.0,69044.2,0.0,18720.0,10920.0,0.0,7800.0,0.0,0.0,0.0,3716.0
4661074,1,1,25800.0,19327.0004,0.0,4160.0,3120.0,0.0,1040.0,0.0,0.0,800.0,480.0
4661081,3,1,147878.9,206140.0,360.0,14040.0,12480.0,0.0,1560.0,0.0,0.0,1580.0,1800.0
4661131,2,1,106536.0,49906.000400000004,0.0,11000.0,8840.0,0.0,2160.0,0.0,0.0,0.0,924.0
4661141,1,1,12682.0,79436.0,0.0,3380.0,3380.0,0.0,0.0,0.0,0.0,0.0,708.0
4661151,2,0,80236.4,27954.4004,480.0,12480.0,12480.0,0.0,0.0,0.0,0.0,0.0,0.0
4661161,11,1,183069.8,140108.00040000002,240.0,30160.0,15600.0,0.0,14560.0,0.0,0.0,80.0,3764.0
4661171,2,0,179291.2,85999.4,240.0,12740.0,12480.0,0.0,260.0,0.0,0.0,0.0,1160.0
4661191,2,0,108020.0,58646.0,480.0,8320.0,3120.0,0.0,5200.0,0.0,0.0,1200.0,3436.0
4661201,1,1,36190.4,22272.0,0.0,3952.0,3952.0,0.0,0.0,0.0,0.0,0.0,1280.0
4661211,4,1,236000.0,102282.0004,600.0,15340.0,14040.0,0.0,1300.0,0.0,0.0,0.0,3000.0
4661241,2,2,122150.7,45196.0,216.0,10196.0,9936.0,0.0,260.0,0.0,0.0,0.0,3140.0
4661321,2,0,31782.0,42940.0,0.0,3380.0,3380.0,0.0,0.0,3904.0,0.0,0.0,2820.0
4661331,2,0,59583.4,35914.4004,300.0,8060.0,4160.0,0.0,3900.0,0.0,0.0,0.0,1800.0
4661401,3,1,165496.4,84841.0,240.0,12480.0,11960.0,0.0,520.0,720.0,0.0,0.0,1264.0
4661441,1,0,28006.0,21684.0,0.0,1820.0,1820.0,0.0,0.0,0.0,0.0,0.0,1180.0
4661451,1,1,64000.0,25328.0,0.0,4680.0,2080.0,0.0,2600.0,240.0,0.0,0.0,840.0
4661461,3,1,28596.0,25496.0,0.0,5044.0,4420.0,0.0,624.0,0.0,0.0,0.0,1268.0
4661471,1,1,22634.6,24820.0,0.0,6240.0,4160.0,0.0,2080.0,0.0,0.0,0.0,952.0
4661511,1,0,10968.0,13676.0,0.0,1560.0,780.0,0.0,780.0,0.0,0.0,0.0,600.0
4661521,1,0,16000.0,17780.0,0.0,4680.0,3120.0,0.0,1560.0,0.0,0.0,0.0,1384.0
4661531,7,0,84730.4,52163.0,0.0,11180.0,8840.0,0.0,2340.0,0.0,0.0,0.0,700.0
4661571,2,1,91273.7,451952.0,3600.0,13260.0,13000.0,0.0,260.0,960.0,0.0,0.0,2180.0
4661581,1,0,44430.4,40835.0,360.0,5200.0,3640.0,0.0,1560.0,0.0,0.0,0.0,720.0
4661591,2,1,31632.0,82231.00039999999,0.0,5980.0,4420.0,0.0,1560.0,2800.0,0.0,0.0,1048.0
4661601,4,0,136575.0,70870.4008,840.0,7800.0,6240.0,0.0,1560.0,0.0,0.0,600.0,1800.0
4661631,2,1,3600.0,73004.0,0.0,7080.0,4240.0,0.0,2840.0,0.0,0.0,720.0,2200.0
4661641,1,1,50000.0,137129.0,0.0,1820.0,1820.0,0.0,0.0,0.0,0.0,0.0,748.0
4661661,4,1,329880.0,185401.7976,0.0,15600.0,13000.0,0.0,2600.0,0.0,0.0,32400.0,2100.0
4661671,5,1,91415.0,53081.3996,480.0,10920.0,7800.0,0.0,3120.0,0.0,0.0,0.0,4400.0
4661681,3,1,93300.0,73708.00039999999,2400.0,15340.0,10140.0,0.0,5200.0,0.0,0.0,316.0,1268.0
4661721,3,1,48000.0,41487.0,0.0,5720.0,5200.0,0.0,520.0,0.0,0.0,0.0,1880.0
4661751,1,0,105960.0,180573.0,0.0,4680.0,4160.0,0.0,520.0,0.0,0.0,66000.0,1200.0
4661781,4,0,172504.2,135749.7996,700.0,30900.0,22100.0,0.0,8800.0,0.0,800.0,19600.0,2420.0
4661811,8,0,88008.0,36636.6,0.0,10400.0,5200.0,0.0,5200.0,0.0,0.0,0.0,3888.0
4661821,2,1,108200.0,53333.0,960.0,10816.0,10816.0,0.0,0.0,9048.0,0.0,0.0,2280.0
4661831,2,1,172007.8,79638.99960000001,3600.0,6500.0,4420.0,0.0,2080.0,0.0,0.0,0.0,2640.0
4661871,2,0,23799.4,16162.6,0.0,3900.0,3900.0,0.0,0.0,0.0,0.0,0.0,720.0
4661901,2,2,70304.0,120058.00080000001,0.0,3380.0,1820.0,0.0,1560.0,0.0,0.0,320.0,1200.0
4661921,1,1,243189.0,104036.79800000001,640.0,14220.0,7180.0,0.0,7040.0,0.0,0.0,6400.0,1624.0
4661951,1,0,22482.0,10628.0,0.0,2340.0,2340.0,0.0,0.0,0.0,0.0,0.0,540.0
4661961,3,0,106000.0,60142.0004,0.0,11440.0,6240.0,0.0,5200.0,0.0,0.0,0.0,1052.0
4661971,3,0,248271.6,67292.0004,0.0,12880.0,7680.0,0.0,5200.0,0.0,0.0,0.0,1080.0
4661981,1,1,112000.0,85148.0,2636.0,22708.0,15600.0,0.0,7108.0,0.0,320.0,0.0,1200.0
4662001,3,0,282041.6,79144.9968,1200.0,17940.0,4940.0,0.0,13000.0,0.0,0.0,0.0,1800.0
4662021,2,1,77488.0,44242.600000000006,0.0,6500.0,4940.0,0.0,1560.0,0.0,0.0,0.0,2320.0
4662061,4,0,25390.2,28025.000400000004,0.0,8856.0,8840.0,0.0,16.0,0.0,0.0,0.0,960.0
4662071,2,1,153456.0,62536.7972,360.0,5720.0,3900.0,0.0,1820.0,0.0,0.0,0.0,372.0
4662094,3,2,162360.4,134184.9228,36.0,11060.0,10140.0,0.0,920.0,5504.0,0.0,0.0,1080.0
4662101,2,1,132824.4,87927.6,360.0,7020.0,5720.0,0.0,1300.0,0.0,0.0,0.0,1012.0
4662121,2,2,165282.0,83670.0,0.0,16900.0,10400.0,0.0,6500.0,0.0,0.0,0.0,4020.0
4662151,1,1,59679.4,40729.6004,0.0,1664.0,1664.0,0.0,0.0,0.0,0.0,0.0,2120.0
4662161,1,0,40031.2,37894.0,0.0,5772.0,4472.0,0.0,1300.0,0.0,40.0,0.0,2524.0
4662174,2,1,72259.4,37270.399999999994,600.0,6280.0,3120.0,0.0,3160.0,0.0,0.0,0.0,0.0
4662181,1,1,18990.0,41584.0,732.0,3380.0,2340.0,0.0,1040.0,0.0,0.0,0.0,456.0
4662191,2,1,21525.6,45344.0,960.0,5720.0,3120.0,0.0,2600.0,0.0,0.0,0.0,780.0
4662211,2,1,21691.4,33304.0,0.0,6240.0,5200.0,0.0,1040.0,0.0,0.0,0.0,1760.0
4662221,1,1,48629.0,58576.0004,0.0,5200.0,2600.0,0.0,2600.0,2000.0,0.0,0.0,4252.0
4662251,4,0,11971.8,14775.9996,0.0,6760.0,6760.0,0.0,0.0,0.0,0.0,0.0,0.0
4662261,2,1,154000.0,89913.0004,3440.0,11480.0,6080.0,0.0,5400.0,0.0,0.0,0.0,448.0
4662281,3,0,23600.0,65726.0,0.0,9800.0,6500.0,0.0,3300.0,9320.0,0.0,0.0,988.0
4662351,2,1,40000.0,47812.0,0.0,7280.0,7280.0,0.0,0.0,0.0,0.0,0.0,1908.0
4662361,2,1,57115.8,61560.19959999999,0.0,3900.0,2600.0,0.0,1300.0,0.0,0.0,0.0,1200.0
4662381,3,0,56003.2,73872.2004,0.0,13520.0,8320.0,0.0,5200.0,0.0,0.0,0.0,1500.0
4662391,1,0,11526.0,20636.0,0.0,5720.0,5720.0,0.0,0.0,300.0,0.0,0.0,736.0
4662411,3,0,203660.0,66402.80040000001,0.0,14040.0,6240.0,6240.0,7800.0,0.0,0.0,0.0,3300.0
4662471,2,0,25165.0,29212.0,0.0,5720.0,5200.0,0.0,520.0,0.0,0.0,0.0,1680.0
4662501,2,0,62000.0,34467.0,600.0,10424.0,5224.0,0.0,5200.0,3800.0,0.0,0.0,1900.0
4662521,4,1,124480.0,50728.0,240.0,14040.0,13000.0,0.0,1040.0,0.0,0.0,0.0,3360.0
4662541,1,1,25582.0,43500.0,0.0,1300.0,520.0,0.0,780.0,0.0,0.0,0.0,248.0
4662591,2,0,55500.0,36573.0,0.0,5200.0,3900.0,0.0,1300.0,0.0,0.0,0.0,3648.0
4662601,1,1,62398.6,28217.6004,0.0,3120.0,2600.0,0.0,520.0,0.0,0.0,0.0,692.0
4662681,2,0,63488.2,40323.6004,180.0,5460.0,3640.0,0.0,1820.0,0.0,0.0,0.0,1200.0
4662691,1,0,41005.4,37928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4662701,1,0,20967.0,16932.0,0.0,6720.0,4924.0,0.0,1796.0,0.0,0.0,0.0,0.0
4662711,2,0,46000.0,31283.0,360.0,5720.0,3380.0,0.0,2340.0,0.0,0.0,0.0,1960.0
4662741,3,1,251834.8,104767.7968,720.0,20220.0,7020.0,0.0,13200.0,0.0,0.0,0.0,1248.0
4662761,2,0,64115.4,53362.19959999999,0.0,3900.0,3900.0,0.0,0.0,0.0,0.0,0.0,1832.0
4662781,3,0,314702.4,64212.799999999996,240.0,6240.0,5200.0,0.0,1040.0,0.0,0.0,0.0,1440.0
4662811,2,0,36536.0,47632.0,0.0,7280.0,5720.0,0.0,1560.0,0.0,0.0,0.0,724.0
4662831,8,0,52333.4,57084.200000000004,0.0,12792.0,12792.0,0.0,0.0,0.0,0.0,0.0,1772.0
4662841,2,1,36160.0,71252.0,0.0,17680.0,16640.0,0.0,1040.0,0.0,0.0,0.0,1200.0
4662851,2,2,110074.6,61342.000400000004,0.0,6240.0,6240.0,0.0,0.0,0.0,0.0,0.0,1200.0
4662871,1,1,95409.0,65570.9236,0.0,6396.0,4940.0,0.0,1456.0,0.0,0.0,0.0,468.0
4662901,4,1,121600.0,61339.0,240.0,5200.0,3640.0,0.0,1560.0,2800.0,0.0,0.0,1800.0
4662961,4,0,291000.0,58880.9996,0.0,5720.0,4160.0,0.0,1560.0,400.0,0.0,0.0,440.0
4662981,3,0,50218.2,28064.800000000003,0.0,7800.0,6500.0,0.0,1300.0,0.0,0.0,0.0,512.0
4662991,2,0,39034.0,25045.0004,720.0,4160.0,3900.0,0.0,260.0,200.0,0.0,0.0,1740.0
4663053,1,0,1800.0,28878.0,720.0,4160.0,4160.0,0.0,0.0,0.0,0.0,0.0,0.0
4663071,2,0,22913.2,23050.1996,360.0,4160.0,3640.0,0.0,520.0,200.0,0.0,0.0,1440.0
4663091,1,1,44302.8,90119.0008,240.0,6188.0,5148.0,0.0,1040.0,0.0,0.0,0.0,504.0
4663111,1,0,39165.0,79396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4663121,2,1,237692.9,380231.5944,3000.0,16120.0,15600.0,0.0,520.0,0.0,0.0,0.0,1440.0
4663131,6,1,135000.0,85338.0,960.0,23400.0,22620.0,0.0,780.0,0.0,0.0,0.0,2320.0
4663191,2,1,25070.4,16704.0,0.0,5512.0,4472.0,0.0,1040.0,0.0,0.0,0.0,500.0
4663201,6,0,12124.0,23996.0,0.0,10400.0,7800.0,0.0,2600.0,0.0,0.0,0.0,1488.0
4663211,1,1,1482.0,15596.0,0.0,4264.0,2704.0,0.0,1560.0,0.0,0.0,0.0,0.0
4663261,5,1,58088.0,39413.1996,0.0,12024.0,8284.0,0.0,3740.0,0.0,0.0,40.0,1600.0
4663291,3,0,111452.6,87006.2004,0.0,12788.0,9388.0,0.0,3400.0,0.0,0.0,0.0,3000.0
4663301,1,0,12582.0,16240.0,0.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,560.0
4663311,5,0,65000.0,45862.0008,0.0,6240.0,6240.0,0.0,0.0,0.0,0.0,0.0,1840.0
4663331,4,1,149139.6,130937.0,3500.0,21620.0,14220.0,0.0,7400.0,0.0,208.0,0.0,832.0
4663341,2,1,35000.0,44418.0004,0.0,7680.0,5720.0,0.0,1960.0,0.0,0.0,0.0,956.0
4663351,5,1,57573.6,41130.8004,0.0,11372.0,11372.0,0.0,0.0,0.0,0.0,0.0,1348.0
4663361,4,1,153856.6,87795.0,360.0,16380.0,13260.0,0.0,3120.0,0.0,0.0,0.0,2760.0
4663371,3,1,76365.8,113249.80040000001,0.0,18080.0,12600.0,0.0,5480.0,0.0,0.0,0.0,1500.0
4663391,6,0,11224.6,13681.400399999999,0.0,5200.0,4160.0,0.0,1040.0,0.0,0.0,0.0,1560.0
4663411,2,1,45805.0,26252.0,60.0,2600.0,2080.0,0.0,520.0,0.0,0.0,0.0,900.0
4663421,2,1,85744.6,77945.0,480.0,6500.0,6500.0,0.0,0.0,0.0,0.0,0.0,1920.0
4663431,3,1,61594.8,35377.0008,0.0,3900.0,3380.0,0.0,520.0,0.0,0.0,0.0,2920.0
